Entity,Code,Year,Solar PV (Terawatt-hours)
Denmark,DNK,2008,0.0026222222222222224
Denmark,DNK,2009,0.00375
Denmark,DNK,2010,0.00616111111111111
Denmark,DNK,2011,0.015130555555555555
Denmark,DNK,2012,0.103861
Denmark,DNK,2013,0.5175412011863605
Denmark,DNK,2014,0.595518
Denmark,DNK,2015,0.6042620000000001
Denmark,DNK,2016,0.74378
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.00001238993
Ecuador,ECU,2006,0.000014874999999999999
Ecuador,ECU,2007,0.000018161999999999997
Ecuador,ECU,2008,0.000026687000000000004
Ecuador,ECU,2009,0.0000078786
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.00005812
Ecuador,ECU,2012,0.00032566
Ecuador,ECU,2013,0.00366360668
Ecuador,ECU,2014,0.01648269559
Ecuador,ECU,2015,0.036057927187
Ecuador,ECU,2016,0.03875481769399999
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0
Egypt,EGY,2001,0
Egypt,EGY,2002,0
Egypt,EGY,2003,0
Egypt,EGY,2004,0
Egypt,EGY,2005,0
Egypt,EGY,2006,0
Egypt,EGY,2007,0
Egypt,EGY,2008,0.001754794520547945
Egypt,EGY,2009,0.00175
Egypt,EGY,2010,0.014
Egypt,EGY,2011,0.02625
Egypt,EGY,2012,0.02632191780821918
Egypt,EGY,2013,0.02625
Egypt,EGY,2014,0.02625
Egypt,EGY,2015,0.035
Egypt,EGY,2016,0.05615342465753424
Europe & Eurasia,,1965,0
Europe & Eurasia,,1966,0
Europe & Eurasia,,1967,0
Europe & Eurasia,,1968,0
Europe & Eurasia,,1969,0
Europe & Eurasia,,1970,0
Europe & Eurasia,,1971,0
Europe & Eurasia,,1972,0
Europe & Eurasia,,1973,0
Europe & Eurasia,,1974,0
Europe & Eurasia,,1975,0
Europe & Eurasia,,1976,0
Europe & Eurasia,,1977,0
Europe & Eurasia,,1978,0
Europe & Eurasia,,1979,0
Europe & Eurasia,,1980,0
Europe & Eurasia,,1981,0
Europe & Eurasia,,1982,0
Europe & Eurasia,,1983,0
Europe & Eurasia,,1984,0.0010101010101009982
Europe & Eurasia,,1985,0.0010101010101009982
Europe & Eurasia,,1986,0.0010101010101009982
Europe & Eurasia,,1987,0
Europe & Eurasia,,1988,0.0010101010101009982
Europe & Eurasia,,1989,0.009090909090908983
Europe & Eurasia,,1990,0.011767676767676706
Europe & Eurasia,,1991,0.015737373737373647
Europe & Eurasia,,1992,0.02719507070707059
Europe & Eurasia,,1993,0.03235976767676753
Europe & Eurasia,,1994,0.037534964646464476
Europe & Eurasia,,1995,0.04649454545454523
Europe & Eurasia,,1996,0.053397269696969465
Europe & Eurasia,,1997,0.06327169898989875
Europe & Eurasia,,1998,0.08626324747474723
Europe & Eurasia,,1999,0.09006068181818151
Europe & Eurasia,,2000,0.12895736616161504
Europe & Eurasia,,2001,0.16422850505050374
Europe & Eurasia,,2002,0.27243440959595855
Europe & Eurasia,,2003,0.4598085626262624
Europe & Eurasia,,2004,0.7442078577373735
Europe & Eurasia,,2005,1.5172233256565655
Europe & Eurasia,,2006,2.566258252020202
Europe & Eurasia,,2007,3.796331484848485
Europe & Eurasia,,2008,7.4794348102352295
Europe & Eurasia,,2009,14.181047071406951
Europe & Eurasia,,2010,23.232403788696715
Europe & Eurasia,,2011,46.70743008957045
Europe & Eurasia,,2012,71.93247422937027
Europe & Eurasia,,2013,86.4619473573352
Europe & Eurasia,,2014,98.90009540307557
Europe & Eurasia,,2015,110.13927299515606
Europe & Eurasia,,2016,114.44057532597681
European Union,,1965,0
European Union,,1966,0
European Union,,1967,0
European Union,,1968,0
European Union,,1969,0
European Union,,1970,0
European Union,,1971,0
European Union,,1972,0
European Union,,1973,0
European Union,,1974,0
European Union,,1975,0
European Union,,1976,0
European Union,,1977,0
European Union,,1978,0
European Union,,1979,0
European Union,,1980,0
European Union,,1981,0
European Union,,1982,0
European Union,,1983,0
European Union,,1984,0.0010101010101009982
European Union,,1985,0.0010101010101009982
European Union,,1986,0.0010101010101009982
European Union,,1987,0
European Union,,1988,0.0010101010101009982
European Union,,1989,0.009090909090908983
European Union,,1990,0.010757575757575707
European Union,,1991,0.01371717171717165
European Union,,1992,0.024164767676767594
European Union,,1993,0.02831936363636354
European Union,,1994,0.03248445959595948
European Union,,1995,0.040433939393939244
European Union,,1996,0.04632656262626248
European Union,,1997,0.056200991919191756
European Union,,1998,0.07818243939393926
European Union,,1999,0.07995967171717153
European Union,,2000,0.11784625505050407
European Union,,2001,0.15109719191919074
European Union,,2002,0.2572828944444435
European Union,,2003,0.44162674444444444
European Union,,2004,0.7260260395555557
European Union,,2005,1.4960112044444445
European Union,,2006,2.5420158277777776
European Union,,2007,3.767038555555556
European Union,,2008,7.434091798888891
European Union,,2009,14.116626616861495
European Union,,2010,23.121594168747208
European Union,,2011,46.48281908141196
European Union,,2012,71.25718093335637
European Union,,2013,85.3154432369001
European Union,,2014,97.4855104333786
European Union,,2015,108.12357369364092
European Union,,2016,111.55511353969234
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0.001
Finland,FIN,1992,0.001
Finland,FIN,1993,0.001
Finland,FIN,1994,0.001
Finland,FIN,1995,0.001
Finland,FIN,1996,0.001
Finland,FIN,1997,0.001
Finland,FIN,1998,0.001
Finland,FIN,1999,0.001
Finland,FIN,2000,0.002
Finland,FIN,2001,0.002
Finland,FIN,2002,0.002
Finland,FIN,2003,0.002
Finland,FIN,2004,0.002
Finland,FIN,2005,0.003
Finland,FIN,2006,0.003
Finland,FIN,2007,0.004
Finland,FIN,2008,0.004
Finland,FIN,2009,0.004
Finland,FIN,2010,0.005
Finland,FIN,2011,0.005
Finland,FIN,2012,0.005013698630136986
Finland,FIN,2013,0.006
Finland,FIN,2014,0.008
Finland,FIN,2015,0.01
Finland,FIN,2016,0.01346153846
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.001488
France,FRA,1993,0.001683
France,FRA,1994,0.0018785
France,FRA,1995,0.00204
France,FRA,1996,0.0026503
France,FRA,1997,0.0034068
France,FRA,1998,0.0040885
France,FRA,1999,0.0045475
France,FRA,2000,0.00522325
France,FRA,2001,0.0061605
France,FRA,2002,0.00710345
France,FRA,2003,0.0077673
France,FRA,2004,0.008447984
France,FRA,2005,0.01050076
France,FRA,2006,0.01190605
France,FRA,2007,0.017206
France,FRA,2008,0.041492
France,FRA,2009,0.162
France,FRA,2010,0.547
France,FRA,2011,2.068
France,FRA,2012,4.07
France,FRA,2013,4.66
France,FRA,2014,5.9419759999999995
France,FRA,2015,7.433
France,FRA,2016,8.3
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.001
Germany,DEU,1991,0.001
Germany,DEU,1992,0.004
Germany,DEU,1993,0.003
Germany,DEU,1994,0.007
Germany,DEU,1995,0.007
Germany,DEU,1996,0.012
Germany,DEU,1997,0.018
Germany,DEU,1998,0.035
Germany,DEU,1999,0.03
Germany,DEU,2000,0.06
Germany,DEU,2001,0.076
Germany,DEU,2002,0.162
Germany,DEU,2003,0.313
Germany,DEU,2004,0.557
Germany,DEU,2005,1.282
Germany,DEU,2006,2.22
Germany,DEU,2007,3.075
Germany,DEU,2008,4.42
Germany,DEU,2009,6.583
Germany,DEU,2010,11.729
Germany,DEU,2011,19.599
Germany,DEU,2012,26.38
Germany,DEU,2013,31.01
Germany,DEU,2014,36.056
Germany,DEU,2015,38.726
Germany,DEU,2016,38.2
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.001
Greece,GRC,2005,0.001
Greece,GRC,2006,0.001
Greece,GRC,2007,0.001
Greece,GRC,2008,0.005
Greece,GRC,2009,0.05
Greece,GRC,2010,0.158
Greece,GRC,2011,0.61
Greece,GRC,2012,1.694
Greece,GRC,2013,3.648
Greece,GRC,2014,3.792
Greece,GRC,2015,3.9
Greece,GRC,2016,3.98623
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.00035
Hong Kong,HKG,2011,0.000691
Hong Kong,HKG,2012,0.000854
Hong Kong,HKG,2013,0.001112
Hong Kong,HKG,2014,0.001102
Hong Kong,HKG,2015,0.00103
Hong Kong,HKG,2016,0.000979
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.001
Hungary,HUN,2009,0.001
Hungary,HUN,2010,0.001
Hungary,HUN,2011,0.001
Hungary,HUN,2012,0.008
Hungary,HUN,2013,0.025
Hungary,HUN,2014,0.056
Hungary,HUN,2015,0.123
Hungary,HUN,2016,0.1978425943528096
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.0010101010101009982
India,IND,1996,0.006060606060605989
India,IND,1997,0.006060606060605989
India,IND,1998,0.006060606060605989
India,IND,1999,0.006060606060605989
India,IND,2000,0.007070707070706987
India,IND,2001,0.01111111111111098
India,IND,2002,0.013131313131312976
India,IND,2003,0.01616161616161597
India,IND,2004,0.018181818181817966
India,IND,2005,0.018181818181817966
India,IND,2006,0.018181818181817966
India,IND,2007,0.018181818181817966
India,IND,2008,0.019191919191918965
India,IND,2009,0.030303030303029943
India,IND,2010,0.2543125
India,IND,2011,0.535015
India,IND,2012,1.3505957773972601
India,IND,2013,2.840703125
India,IND,2014,4.372875
India,IND,2015,6.5663800000000005
India,IND,2016,11.939144023350206
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.00037
Indonesia,IDN,2009,0.0001
Indonesia,IDN,2010,0.00053
Indonesia,IDN,2011,0.0007700000000000001
Indonesia,IDN,2012,0.0030099999999999997
Indonesia,IDN,2013,0.0055899999999999995
Indonesia,IDN,2014,0.01076
Indonesia,IDN,2015,0.01878
Indonesia,IDN,2016,0.09336616731094013
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0
Iran,IRN,2007,0
Iran,IRN,2008,0
Iran,IRN,2009,0
Iran,IRN,2010,0
Iran,IRN,2011,0
Iran,IRN,2012,0
Iran,IRN,2013,0
Iran,IRN,2014,0.000825
Iran,IRN,2015,0.00165
Iran,IRN,2016,0.013236164383561644
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.0004242358943182077
Ireland,IRL,2010,0.00047610654135436705
Ireland,IRL,2011,0.0005420809170048
Ireland,IRL,2012,0.0006459287710544628
Ireland,IRL,2013,0.0006994631287046414
Ireland,IRL,2014,0.0009462147872098549
Ireland,IRL,2015,0.0016166214162858222
Ireland,IRL,2016,0.005342642270538258
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0.024
Israel,ISR,2010,0.07
Israel,ISR,2011,0.192
Israel,ISR,2012,0.369
Israel,ISR,2013,0.494
Israel,ISR,2014,0.84
Israel,ISR,2015,1.1747246506
Israel,ISR,2016,1.643447183889315
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.0020202020202019963
Italy,ITA,1990,0.004
Italy,ITA,1991,0.005
Italy,ITA,1992,0.009
Italy,ITA,1993,0.011
Italy,ITA,1994,0.011
Italy,ITA,1995,0.013
Italy,ITA,1996,0.014
Italy,ITA,1997,0.015
Italy,ITA,1998,0.016
Italy,ITA,1999,0.017
Italy,ITA,2000,0.018
Italy,ITA,2001,0.019
Italy,ITA,2002,0.021
Italy,ITA,2003,0.024
Italy,ITA,2004,0.029
Italy,ITA,2005,0.031
Italy,ITA,2006,0.035
Italy,ITA,2007,0.039
Italy,ITA,2008,0.193
Italy,ITA,2009,0.677
Italy,ITA,2010,1.9057
Italy,ITA,2011,10.7957
Italy,ITA,2012,18.8617
Italy,ITA,2013,21.5886
Italy,ITA,2014,22.3064
Italy,ITA,2015,22.9422
Italy,ITA,2016,22.899539513879667
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.001
Japan,JPN,1991,0.001
Japan,JPN,1992,0.0105
Japan,JPN,1993,0.0225
Japan,JPN,1994,0.029
Japan,JPN,1995,0.0395
Japan,JPN,1996,0.0545
Japan,JPN,1997,0.09630284589041097
Japan,JPN,1998,0.14324625
Japan,JPN,1999,0.21802499999999997
Japan,JPN,2000,0.34406171917808215
Japan,JPN,2001,0.4997392191780822
Japan,JPN,2002,0.6946199999999999
Japan,JPN,2003,0.9539549999999999
Japan,JPN,2004,1.2716221232876712
Japan,JPN,2005,1.6300883732876714
Japan,JPN,2006,1.99563
Japan,JPN,2007,2.3124675
Japan,JPN,2008,2.5939712568493145
Japan,JPN,2009,3.0455125068493145
Japan,JPN,2010,3.9813787499999997
Japan,JPN,2011,5.43915
Japan,JPN,2012,7.37190276369863
Japan,JPN,2013,12.90878151369863
Japan,JPN,2014,23.54816625
Japan,JPN,2015,36.64962
Japan,JPN,2016,49.53406410012792
Kazakhstan,KAZ,1985,0
Kazakhstan,KAZ,1986,0
Kazakhstan,KAZ,1987,0
Kazakhstan,KAZ,1988,0
Kazakhstan,KAZ,1989,0
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0
Kazakhstan,KAZ,2013,0.000011
Kazakhstan,KAZ,2014,0.000049000000000000005
Kazakhstan,KAZ,2015,0.046960499999999995
Kazakhstan,KAZ,2016,0.0868
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
