Entity,Code,Year,Biofuels production (terrawatt-hours)
South & Central America,,1998,885.102361603373
South & Central America,,1999,814.4910735897304
South & Central America,,2000,672.5448797770124
South & Central America,,2001,720.7212006246275
South & Central America,,2002,802.5631141131005
South & Central America,,2003,923.7449729142032
South & Central America,,2004,934.5338666899659
South & Central America,,2005,1027.7896559643011
South & Central America,,2006,1195.3687468285834
South & Central America,,2007,1552.7032865241874
South & Central America,,2008,1987.0066020140791
South & Central America,,2009,2010.282131117293
South & Central America,,2010,2235.2955348193545
South & Central America,,2011,2037.4266108903105
South & Central America,,2012,2088.8562820520306
South & Central America,,2013,2341.2827372273305
South & Central America,,2014,2524.0106341684304
South & Central America,,2015,2610.055210583711
South & Central America,,2016,2602.5711225834434
South Korea,KOR,1990,0
South Korea,KOR,1991,0
South Korea,KOR,1992,0
South Korea,KOR,1993,0
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0.10612132641835587
South Korea,KOR,2003,0.21224265283671173
South Korea,KOR,2004,0.5320603488920325
South Korea,KOR,2005,1.0612132641835588
South Korea,KOR,2006,4.77545968882603
South Korea,KOR,2007,9.020312745560274
South Korea,KOR,2008,17.02593116454506
South Korea,KOR,2009,41.603396146752594
South Korea,KOR,2010,59.43342306678945
South Korea,KOR,2011,35.972222222222236
South Korea,KOR,2012,32.90929214847167
South Korea,KOR,2013,37.289901172636
South Korea,KOR,2014,39.170923294682176
South Korea,KOR,2015,44.78893618709707
South Korea,KOR,2016,47.02838299645189
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,8.51296558227251
Spain,ESP,2001,8.489706113468491
Spain,ESP,2002,15.204820581264476
Spain,ESP,2003,21.480714291667255
Spain,ESP,2004,26.236472456769512
Spain,ESP,2005,35.09371497665638
Spain,ESP,2006,31.72730343470855
Spain,ESP,2007,43.93125597281953
Spain,ESP,2008,44.67531217407457
Spain,ESP,2009,116.41694444444444
Spain,ESP,2010,152.57666666666668
Spain,ESP,2011,98.9688888888889
Spain,ESP,2012,72.07027777777779
Spain,ESP,2013,87.12499999999999
Spain,ESP,2014,119.77222222222223
Spain,ESP,2015,130.45555555555558
Spain,ESP,2016,133.49444444444447
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,1.7675081992326196
Sweden,SWE,2002,3.9412245291989536
Sweden,SWE,2003,4.047345855617309
Sweden,SWE,2004,5.423464132127499
Sweden,SWE,2005,6.002404769921435
Sweden,SWE,2006,10.641018714927053
Sweden,SWE,2007,17.41319082491583
Sweden,SWE,2008,21.294736531986526
Sweden,SWE,2009,29.592881649831668
Sweden,SWE,2010,39.45767213714601
Sweden,SWE,2011,46.55554744299973
Sweden,SWE,2012,57.052343686716945
Sweden,SWE,2013,73.86196378593354
Sweden,SWE,2014,91.75221111111112
Sweden,SWE,2015,25.826472222222225
Sweden,SWE,2016,24.58288055555556
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.3632786195286194
Thailand,THA,2005,6.469859188299777
Thailand,THA,2006,10.09271973824367
Thailand,THA,2007,17.23586123493304
Thailand,THA,2008,61.06594258815855
Thailand,THA,2009,76.23878258912758
Thailand,THA,2010,81.45698477646522
Thailand,THA,2011,88.98704184360183
Thailand,THA,2012,122.57082713470425
Thailand,THA,2013,154.71895745963107
Thailand,THA,2014,173.30586532179728
Thailand,THA,2015,186.46227334793127
Thailand,THA,2016,187.26217958323917
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.31836397925506865
United Kingdom,GBR,2003,1.0612132641835588
United Kingdom,GBR,2004,1.064120697784069
United Kingdom,GBR,2005,4.77545968882603
United Kingdom,GBR,2006,26.530331604589016
United Kingdom,GBR,2007,43.535388732325615
United Kingdom,GBR,2008,33.62266262340522
United Kingdom,GBR,2009,25.586
United Kingdom,GBR,2010,35.3552
United Kingdom,GBR,2011,37.407934120501785
United Kingdom,GBR,2012,35.21637626637585
United Kingdom,GBR,2013,60.144356340199124
United Kingdom,GBR,2014,46.89694444444445
United Kingdom,GBR,2015,36.0469075
United Kingdom,GBR,2016,40.763706590468004
United States,USA,1990,176.69275522586966
United States,USA,1991,204.7392244668915
United States,USA,1992,232.7856937079125
United States,USA,1993,272.7964365881033
United States,USA,1994,304.60812991021345
United States,USA,1995,320.8464856902354
United States,USA,1996,230.05660774410762
United States,USA,1997,304.4592452300787
United States,USA,1998,332.0426136363639
United States,USA,1999,346.2164351851855
United States,USA,2000,383.39790263748563
United States,USA,2001,420.12355431059007
United States,USA,2002,509.3999497590629
United States,USA,2003,667.6734367303794
United States,USA,2004,814.2381611000815
United States,USA,2005,954.12123732909
United States,USA,2006,1240.9757641331626
United States,USA,2007,1710.6251691726682
United States,USA,2008,2434.598410882993
United States,USA,2009,2763.4072475783296
United States,USA,2010,3261.502311915712
United States,USA,2011,3626.668063409512
United States,USA,2012,3466.6474277983384
United States,USA,2013,3611.936339766915
United States,USA,2014,3825.155266504821
United States,USA,2015,3936.5873978608192
United States,USA,2016,4161.0611904424595
World,OWID_WRL,1990,905.4975082863709
World,OWID_WRL,1991,1017.3638213516325
World,OWID_WRL,1992,978.1340517010165
World,OWID_WRL,1993,996.5757690041501
World,OWID_WRL,1994,1105.8730578630752
World,OWID_WRL,1995,1146.8387777359098
World,OWID_WRL,1996,1155.537865892889
World,OWID_WRL,1997,1323.751800569948
World,OWID_WRL,1998,1263.2350201226532
World,OWID_WRL,1999,1219.0690372209417
World,OWID_WRL,2000,1168.4091665115482
World,OWID_WRL,2001,1275.3373990604393
World,OWID_WRL,2002,1504.855051883119
World,OWID_WRL,2003,1866.783545608092
World,OWID_WRL,2004,2088.8852689938562
World,OWID_WRL,2005,2490.1546056738266
World,OWID_WRL,2006,3238.672328987319
World,OWID_WRL,2007,4357.8192581198555
World,OWID_WRL,2008,5830.995599197318
World,OWID_WRL,2009,6505.359987586208
World,OWID_WRL,2010,7444.146674473544
World,OWID_WRL,2011,7656.458341375288
World,OWID_WRL,2012,7776.192381217228
World,OWID_WRL,2013,8407.67700359844
World,OWID_WRL,2014,9269.48731238416
World,OWID_WRL,2015,9306.812598153663
World,OWID_WRL,2016,9572.244522343604
